CustomerID,Recency,Frequency,Monetary,Cluster
12346,5510,12,77556.46,3
12347,5020,8,4921.53,0
12348,5419,5,2019.4,0
12349,5570,4,4428.69,0
12350,5291,1,334.4,0
12351,5356,1,300.93,0
12352,5356,10,2849.84,0
12353,5389,2,406.76,0
12354,5213,1,1079.4,0
12355,5548,2,947.61,0
12356,5361,6,6371.73,0
12357,5369,3,18287.66,0
12358,5356,5,3887.07,0
12359,5608,10,8873.39,0
12360,5360,8,4252.89,0
12361,5663,4,511.25,0
12362,5023,11,5356.23,0
12363,5090,2,552.0,0
12364,5021,4,1313.1,0
12365,5272,2,641.38,0
12366,5614,1,500.24,0
12367,5192,1,168.9,0
12368,5609,1,917.6999999999999,0
12369,5394,3,1791.15,0
12370,5605,7,4316.56,0
12371,5025,5,4067.38,0
12372,5052,3,1298.04,0
12373,5605,3,1127.65,0
12374,5569,4,2989.2200000000003,0
12375,4991,2,457.5,0
12376,5399,2,503.15,0
12377,5570,4,3426.32,0
12378,5543,2,5416.32,0
12379,5515,4,1620.22,0
12380,5446,11,9676.300000000001,0
12381,4980,5,1845.31,0
12383,5333,5,1850.56,0
12384,5010,2,585.27,0
12385,5360,1,1938.4,0
12386,5466,2,401.9,0
12387,5396,1,143.94,0
12388,5056,8,3901.11,0
12389,5636,3,1433.33,0
12390,5061,1,549.84,0
12391,5636,6,2724.84,0
12392,5572,1,234.75000000000003,0
12393,5053,6,2399.4500000000003,0
12394,5134,2,1272.48,0
12395,5143,15,4721.17,0
12396,5628,1,931.43,0
12397,5116,2,2409.9,0
12398,5026,1,1635.6599999999999,0
12399,5243,7,1962.3,0
12400,5395,1,205.25,0
12401,5079,1,84.3,0
12402,5304,6,1256.9,0
12403,5030,2,1019.36,0
12404,5663,1,63.24,0
12405,5130,1,1710.39,0
12406,5577,5,6390.36,0
12407,5115,5,1708.1200000000001,0
12408,5479,8,4340.7699999999995,0
12409,5546,7,23419.29,0
12410,5483,3,1013.71,0
12411,5391,1,346.9,0
12412,5055,6,2596.93,0
12413,5217,4,999.45,0
12414,5209,6,952.41,0
12415,5478,28,144458.37,2
12416,5637,1,202.56,0
12417,5020,20,6797.41,0
12418,5394,4,2021.2,0
12419,5394,2,503.01,0
12420,5134,1,600.39,0
12421,4997,6,1098.6,0
12422,5387,17,5231.8,0
12423,5082,10,2622.39,0
12424,5143,4,3340.03,0
12425,5059,2,1741.41,0
12426,5175,2,1345.21,0
12427,5003,3,825.8,0
12428,5235,9,7956.46,0
12429,4990,8,6204.41,0
12430,5024,1,256.4,0
12431,5296,27,10432.22,0
12432,5023,5,5059.32,0
12433,4990,10,16794.14,0
12434,5241,3,1103.43,0
12435,5061,6,13925.93,0
12436,5315,1,509.01,0
12437,4990,39,12683.4,0
12438,4995,2,2906.85,0
12439,5663,2,1142.88,0
12440,5698,2,859.2,0
12441,5465,1,173.55,0
12442,5161,1,172.06,0
12443,5861,1,485.31,0
12444,5152,5,5005.46,0
12445,5003,2,434.98,0
12446,5038,1,1002.3100000000001,0
12447,5047,1,476.49,0
12448,5025,1,449.45,0
12449,5420,6,4835.89,0
12450,5455,5,688.2,0
12451,4992,8,12669.88,0
12452,4997,2,430.57,0
12453,5115,1,707.09,0
12454,5397,5,16679.78,0
12455,5054,10,5879.95,0
12456,5112,3,3181.04,0
12457,5416,8,2995.91,0
12458,5052,4,1777.49,0
12459,5586,1,454.36,0
12460,5437,1,326.65,0
12461,5105,2,826.88,0
12462,5000,2,1189.59,0
12463,5034,4,1344.78,0
12464,4991,8,1212.05,0
12465,5150,2,742.1899999999999,0
12466,5663,1,56.73,0
12467,5345,1,132.8,0
12468,5297,5,3670.74,0
12469,5517,2,3070.54,0
12470,5670,1,211.95,0
12471,5355,79,39918.19,3
12472,5417,19,16249.289999999999,0
12473,5034,5,3928.0499999999997,0
12474,5237,31,12372.75,0
12475,5391,2,1149.64,0
12476,5293,23,14083.91,0
12477,5082,9,20276.37,0
12478,5162,1,680.99,0
12479,4992,1,527.2,0
12480,5488,7,5464.85,0
12481,5357,15,12185.51,0
12482,5634,29,23691.4,0
12483,5658,19,5097.18,0
12484,5082,12,6354.1,0
12485,5510,1,708.1,0
12486,5589,1,1037.28,0
12487,5799,1,285.29999999999995,0
12488,5020,3,1298.66,0
12489,5142,1,334.93,0
12490,5081,21,9823.64,0
12491,5313,1,460.40000000000003,0
12492,5086,3,715.21,0
12493,5146,2,433.74,0
12494,5021,9,1815.27,0
12495,5443,1,357.4,0
12496,5601,2,45.34,0
12497,5062,3,6248.5,0
12498,5002,3,403.70000000000005,0
12499,5541,1,393.72,0
12500,5416,19,5955.21,0
12501,5142,1,2169.39,0
12502,5249,5,3723.87,0
12503,5594,1,1126.0,0
12504,5577,4,779.05,0
12505,5390,1,955.2,0
12506,5214,1,73.5,0
12507,5115,4,1844.06,0
12508,5007,2,397.88,0
12509,5265,1,176.5,0
12510,5605,9,5178.02,0
12511,5498,1,3084.02,0
12512,5224,2,132.18,0
12513,5093,1,612.29,0
12514,5248,2,1597.76,0
12515,5334,1,383.7,0
12516,5059,4,2648.62,0
12517,5054,5,2481.6,0
12518,5058,5,2056.89,0
12519,5458,2,716.54,0
12520,5241,5,2634.26,0
12521,5123,1,599.68,0
12522,5020,2,192.72,0
12523,5355,23,4352.35,0
12524,4990,17,11126.11,0
12525,5479,3,973.73,0
12526,5035,3,1316.66,0
12527,5510,5,735.51,0
12528,5294,6,1933.48,0
12529,5509,1,316.48,0
12530,5578,9,3759.26,0
12531,4995,2,1933.2,0
12532,5070,1,349.83000000000004,0
12533,5608,2,1367.89,0
12534,5316,1,1089.18,0
12535,5073,2,716.35,0
12536,5024,3,12601.830000000002,0
12537,5390,1,732.94,0
12538,5359,2,640.45,0
12539,5297,7,11214.75,0
12540,5446,33,22254.49,0
12541,5154,3,981.18,0
12542,5347,2,481.88,0
12543,5429,1,980.25,0
12544,5254,1,372.7,0
12545,5056,2,1000.39,0
12546,5027,2,1161.5,0
12547,5481,3,383.58,0
12548,5147,1,95.19999999999999,0
12549,5662,6,1575.68,0
12550,5060,1,964.83,0
12551,5338,1,168.0,0
12552,5020,2,437.82,0
12553,5240,12,4608.75,0
12554,5429,1,468.5,0
12555,5663,1,129.23,0
12556,5031,2,599.56,0
12557,5237,8,18096.14,0
12558,5281,1,269.96,0
12559,5300,2,561.71,0
12560,5093,3,2134.01,0
12561,5049,1,238.85,0
12562,5416,9,4966.92,0
12563,5390,1,249.24,0
12564,5242,1,456.9,0
12565,5269,1,145.92,0
12566,5067,1,351.65,0
12567,5509,15,11767.48,0
12568,5567,1,70.0,0
12569,5143,32,4124.69,0
12570,5663,1,77.52,0
12571,5020,2,519.61,0
12572,5033,2,1020.42,0
12573,5446,5,717.41,0
12574,5297,1,218.45,0
12575,5468,2,622.8199999999999,0
12576,5130,8,2142.72,0
12577,5390,8,1617.1,0
12578,5424,4,4642.45,0
12579,5059,1,440.42,0
12580,5350,2,1052.9,0
12581,5021,1,197.71,0
12582,5269,4,1980.4,0
12583,5051,27,13591.58,0
12584,5021,9,2338.15,0
12585,5332,2,2040.1,0
12586,5355,4,2062.67,0
12587,5281,1,144.0,0
12588,5020,4,958.78,0
12589,5670,8,4695.66,0
12590,4985,2,9864.26,0
12591,5389,3,1338.95,0
12592,5046,5,2582.66,0
12593,5089,3,418.09999999999997,0
12594,5173,15,5090.110000000001,0
12595,5486,1,299.02,0
12596,5032,2,618.27,0
12597,5021,4,3811.22,0
12598,4990,11,4534.09,0
12599,5145,13,2296.72,0
12600,5356,21,4967.42,0
12601,5385,6,681.26,0
12602,4980,1,153.12,0
12603,5002,1,739.1999999999999,0
12604,5242,2,254.18,0
12605,5357,4,1232.95,0
12606,5663,1,21.0,0
12607,5041,1,1579.51,0
12608,5385,1,415.79,0
12609,5355,9,3435.86,0
12610,5024,5,2099.54,0
12611,5033,1,1193.32,0
12612,5055,1,704.0400000000001,0
12613,5179,10,6817.37,0
12614,5140,1,315.6,0
12615,5052,8,5740.98,0
12616,5369,3,1131.1,0
12617,5040,1,352.98,0
12618,5002,1,177.31,0
12619,5234,10,3781.38,0
12620,4995,3,1339.41,0
12621,5081,35,24311.2,0
12622,5213,1,180.1,0
12623,5446,7,3747.84,0
12624,5087,2,641.13,0
12625,5300,4,5164.88,0
12626,5143,9,6620.48,0
12627,4991,7,4478.53,0
12628,5162,3,786.46,0
12629,5367,2,1558.22,0
12630,4990,2,1270.88,0
12631,5578,6,3481.57,0
12632,5546,2,804.88,0
12633,5177,7,5678.16,0
12634,5516,2,490.0,0
12635,5344,4,2930.41,0
12636,6043,1,141.0,0
12637,5481,12,8283.81,0
12638,5413,2,921.49,0
12639,5609,3,1312.37,0
12640,5062,3,1174.58,0
12641,5096,1,185.9,0
12642,5089,3,1013.26,0
12643,5541,12,8304.82,0
12644,5675,4,1918.49,0
12645,5297,8,3539.3,0
12646,5030,2,1346.97,0
12647,5509,36,16955.55,0
12648,5418,4,1112.0,0
12649,5088,8,2294.65,0
12650,5161,1,314.44,0
12651,5446,4,377.75,0
12652,4989,2,1017.03,0
12653,5277,3,4160.83,0
12654,4991,5,601.98,0
12655,5346,1,261.35,0
12656,5053,8,6407.83,0
12657,4992,4,1643.18,0
12658,4999,1,686.05,0
12659,5040,1,91.68,0
12660,4992,1,245.1,0
12661,5417,1,162.0,0
12662,5088,20,6726.54,0
12663,5606,2,239.4,0
12664,4997,11,6070.04,0
12665,5306,3,313.6,0
12666,5405,1,1248.42,0
12667,4980,1,620.13,0
12668,5293,10,11383.03,0
12669,5237,3,2744.0299999999997,0
12670,4991,7,3760.29,0
12671,5351,1,2622.481,0
12672,5577,2,437.05,0
12673,5307,3,1230.02,0
12674,5152,4,1970.6,0
12675,5411,2,957.25,0
12676,5052,11,2843.09,0
12677,5383,2,395.1,0
12678,5081,21,34281.18,3
12679,5186,4,1113.02,0
12680,5054,4,880.81,0
12681,5293,45,29834.76,3
12682,5081,52,22950.22,0
12683,5086,21,11633.7,0
12684,5178,7,2283.63,0
12685,5056,6,2863.08,0
12686,5619,1,89.14,0
12687,5461,2,2138.91,0
12688,5095,1,4873.8099999999995,0
12689,5007,2,1247.61,0
12690,5187,1,389.01,0
12691,5299,7,1170.4,0
12692,5352,1,110.95,0
12693,5300,7,1703.02,0
12694,5051,3,1843.35,0
12695,5509,7,1407.1200000000001,0
12696,5489,2,851.91,0
12697,5112,3,957.59,0
12698,5571,1,339.75,0
12699,5398,1,638.11,0
12700,5107,4,4939.99,0
12701,5510,6,2446.41,0
12702,5000,1,219.0,0
12703,5052,4,1006.53,0
12704,5087,8,2340.84,0
12705,5416,14,11762.1,0
12707,5273,1,603.42,0
12708,5385,18,5117.66,0
12709,5235,34,30291.76,3
12710,5182,3,1149.02,0
12711,5504,2,1339.05,0
12712,5573,21,6723.03,0
12713,5069,1,848.55,0
12714,4990,12,14093.71,0
12715,5087,1,343.36,0
12716,5114,2,1053.49,0
12717,5571,3,1308.91,0
12718,5052,1,238.25,0
12719,5194,2,644.95,0
12720,5020,30,7787.28,0
12721,5452,8,4013.08,0
12722,5096,4,997.63,0
12723,4997,5,725.07,0
12724,5486,7,2317.52,0
12725,5395,4,2266.76,0
12726,5296,11,4014.6,0
12727,4991,10,5679.53,0
12728,5052,5,1070.17,0
12729,5094,1,453.01,0
12730,5531,1,829.25,0
12731,5234,17,25775.71,0
12732,5160,1,236.26000000000002,0
12733,5478,4,2424.87,0
12734,5355,3,639.65,0
12735,5296,2,779.5699999999999,0
12736,5020,1,234.0,0
12737,5479,2,3710.5,0
12738,5646,1,155.35,0
12739,5059,4,2726.73,0
12740,5133,1,427.6,0
12741,5510,2,406.07,0
12742,5606,1,1201.52,0
12743,5115,2,540.13,0
12744,5572,11,25317.06,0
12745,5663,3,925.41,0
12746,5521,1,254.55,0
12747,5145,26,8898.48,0
12748,5385,336,53539.64,3
12749,5003,9,6897.36,0
12750,5258,1,275.88,0
12751,5425,1,268.27,0
12752,5062,1,4366.78,0
12753,5117,6,21429.39,0
12754,5217,3,3010.74,0
12755,5486,11,5236.259999999999,0
12756,5068,1,112.07999999999998,0
12757,4996,13,7834.650000000001,0
12758,5570,7,9903.24,0
12759,5418,8,5020.74,0
12760,5408,1,347.8,0
12761,5468,2,782.95,0
12762,5006,2,1898.52,0
12763,5119,2,494.08,0
12764,5297,1,1693.88,0
12765,5453,6,1404.58,0
12766,5389,9,8918.99,0
12767,5357,1,949.82,0
12768,5431,1,168.69000000000003,0
12769,5219,1,1143.6,0
12770,5192,2,3246.45,0
12771,5377,1,282.3,0
12772,5011,1,892.47,0
12773,5545,1,124.25,0
12774,5516,1,98.7,0
12775,5390,7,1686.12,0
12776,5414,1,55.5,0
12777,5468,1,519.45,0
12778,5293,9,1775.68,0
12779,5451,14,6474.11,0
12780,5580,1,337.4,0
12781,5266,2,826.74,0
12782,5234,11,4618.24,0
12783,5056,6,2225.91,0
12784,4990,3,1763.15,0
12785,5516,3,1100.4,0
12786,5442,1,728.5,0
12787,5174,4,862.18,0
12788,5509,4,444.9,0
12789,5493,3,273.35,0
12790,5173,2,591.85,0
12791,5604,6,863.51,0
12792,5237,2,827.01,0
12793,5080,3,885.53,0
12794,5034,2,860.41,0
12795,4999,1,430.48,0
12796,5609,1,381.0,0
12797,5375,2,552.08,0
12798,4991,4,8510.93,0
12799,5510,1,219.35,0
12800,5451,3,584.25,0
12801,5482,1,1071.82,0
12802,5451,7,2416.42,0
12803,5374,1,1092.81,0
12804,5446,2,325.37,0
12805,5362,4,1434.95,0
12806,5416,4,2878.96,0
12807,5364,1,330.35,0
12808,5416,5,776.7,0
12809,5546,3,1755.94,0
12810,5515,2,534.99,0
12811,5265,5,1033.9,0
12812,5026,1,229.64000000000001,0
12813,5483,3,1687.8,0
12814,5082,1,125.92,0
12815,5179,2,1063.46,0
12816,5157,2,572.2,0
12817,5559,3,690.98,0
12818,5242,1,1542.08,0
12819,5499,1,540.52,0
12820,5025,11,2689.52,0
12821,5076,2,220.8,0
12822,5051,2,948.88,0
12823,5235,18,6501.5,0
12824,5010,1,397.12,0
12825,5474,2,518.63,0
12826,5385,12,2800.75,0
12827,5025,3,430.15000000000003,0
12828,5094,6,1018.71,0
12829,5341,3,385.3,0
12830,5115,6,6814.64,0
12831,5243,3,451.11,0
12832,5132,2,383.03,0
12833,5126,1,417.38,0
12834,5291,1,312.38,0
12835,5599,41,5996.83,0
12836,5600,15,6559.7300000000005,0
12837,5154,2,662.66,0
12838,5387,10,2975.91,0
12839,5052,26,9669.12,0
12840,5418,7,4041.97,0
12841,5293,40,6958.2,0
12842,5385,4,1917.99,0
12843,5446,30,6583.36,0
12844,5574,4,648.6,0
12845,5271,4,354.09,0
12846,5663,1,15.58,0
12847,5003,2,1609.0,0
12848,5656,1,208.0,0
12849,5572,6,3042.47,0
12850,5426,1,330.0,0
12851,5458,2,280.76,0
12852,5276,1,311.55,0
12853,5115,11,3907.5,0
12854,5542,7,2970.9700000000003,0
12855,5405,4,612.84,0
12856,5020,6,2170.78,0
12857,5417,6,3688.0,0
12858,5364,1,147.27,0
12859,5499,1,575.1,0
12860,5674,1,54.22,0
12861,5600,1,68.25,0
12862,5406,2,984.62,0
12863,5570,6,2792.5499999999997,0
12864,5119,2,299.57,0
12865,5359,4,3323.47,0
12866,5483,3,1227.35,0
12867,5146,13,7829.26,0
12868,5297,8,2043.76,0
12869,5662,1,337.66999999999996,0
12870,5356,3,1676.95,0
12871,5420,3,744.02,0
12872,5661,12,3283.96,0
12873,5663,3,2027.3,0
12874,5366,2,948.42,0
12875,5452,5,1356.99,0
12876,5571,4,4081.79,0
12877,5238,20,2942.14,0
12878,5247,2,854.99,0
12879,5025,3,573.22,0
12880,5362,2,640.13,0
12881,5078,1,298.0,0
12882,4990,2,1463.04,0
12883,5006,4,703.47,0
12884,4981,1,309.05,0
12885,5104,3,1175.22,0
12886,5229,2,1378.4,0
12887,5364,1,222.4,0
12888,5236,2,354.12,0
12889,5448,4,385.46000000000004,0
12890,5368,2,706.02,0
12891,5607,11,840.5,0
12892,5467,1,263.38,0
12893,5070,1,176.55,0
12894,5556,1,157.35,0
12895,5023,2,372.8,0
12897,5362,4,514.25,0
12898,5640,2,296.21000000000004,0
12899,5395,1,366.4,0
12900,5403,1,340.33,0
12901,4991,28,17654.54,0
12902,5245,1,138.68,0
12903,5498,1,833.53,0
12904,4999,2,496.06,0
12905,5663,2,1018.42,0
12906,4993,5,2919.81,0
12907,5435,2,508.91,0
12908,5293,5,1776.0,0
12909,5020,8,3103.19,0
12910,5115,13,5796.52,0
12911,5532,1,1651.72,0
12912,5021,5,1662.3,0
12913,5599,13,6283.24,0
12914,5588,1,223.98,0
12915,5570,4,975.1,0
12916,5238,7,4479.73,0
12917,5479,6,4359.2,0
12918,5607,1,10953.5,0
12919,4997,6,1335.19,0
12920,4998,4,486.64,0
12921,4990,74,35233.24,3
12922,5317,1,405.38,0
12923,5371,3,770.42,0
12924,5543,12,2469.4,0
12925,5055,3,729.3299999999999,0
12926,5392,4,1523.97,0
12927,5405,1,197.31,0
12928,5478,12,4304.89,0
12929,5322,1,117.85,0
12930,5059,2,415.8,0
12931,5082,57,92347.34,3
12932,5577,8,1698.56,0
12933,5361,8,1636.6299999999999,0
12934,5983,1,181.65,0
12935,5356,15,4243.86,0
12936,4998,4,1063.9,0
12937,5052,9,3097.61,0
12938,5006,1,114.14,0
12939,5479,20,25264.8,0
12940,5035,2,899.69,0
12941,5705,1,377.49,0
12942,5112,3,675.6,0
12943,5539,2,496.5,0
12944,5335,2,604.51,0
12945,5269,2,900.11,0
12946,5417,1,324.45,0
12947,5124,6,1603.99,0
12948,5025,9,2317.43,0
12949,5600,22,15526.7,0
12950,5005,3,1843.0,0
12951,5416,15,3213.7200000000003,0
12952,5024,4,1387.79,0
12953,4991,2,828.8100000000001,0
12954,5382,1,162.45,0
12955,5149,11,4757.16,0
12956,5665,4,521.89,0
12957,4991,13,8706.97,0
12958,5564,2,467.34,0
12959,5347,1,150.95,0
12960,5395,4,1322.07,0
12961,5360,1,211.99,0
12962,5094,2,266.39,0
12963,5416,12,3235.79,0
12964,5418,1,132.24,0
12965,5011,1,769.8100000000001,0
12966,4990,1,160.18,0
12967,5364,3,2938.52,0
12968,5093,1,135.95,0
12969,5583,1,122.45,0
12970,5361,10,1453.6,0
12971,5355,116,15704.6,0
12972,5395,4,1161.2,0
12973,5394,1,385.55,0
12974,5179,2,408.95,0
12975,5418,6,2100.09,0
12976,5359,8,3156.38,0
12977,5482,4,513.88,0
12978,5668,5,2502.82,0
12979,5769,1,517.7,0
12980,5600,21,16245.78,0
12981,5114,2,372.21999999999997,0
12982,5570,8,2744.81,0
12983,5579,1,490.08000000000004,0
12984,4999,1,97.5,0
12985,5009,2,1239.38,0
12986,5513,10,2729.84,0
12987,5054,5,1312.21,0
12988,5273,1,505.82,0
12989,5479,33,13551.75,0
12990,5600,7,955.5,0
12991,5093,3,764.82,0
12992,5706,1,93.35000000000001,0
12993,5426,8,1259.6299999999999,0
12994,5250,3,974.4200000000001,0
12995,5066,1,211.32,0
12996,5357,1,355.5,0
12997,5298,8,2110.91,0
12998,5634,3,920.08,0
12999,5177,3,455.88,0
13000,5087,4,1032.5,0
13001,5385,33,24042.65,0
13002,5299,3,414.13,0
13003,5086,3,149.05,0
13004,5114,36,11650.85,0
13005,5154,4,999.68,0
13006,5037,1,81.57,0
13007,5441,1,175.25,0
13008,5304,3,612.13,0
13009,5567,1,234.0,0
13010,5355,2,330.12,0
13011,5646,1,50.550000000000004,0
13012,4990,11,2957.83,0
13013,5387,29,11097.43,0
13014,4991,11,5381.08,0
13015,5478,11,6579.78,0
13016,5054,3,789.89,0
13017,5281,1,204.0,0
13018,5112,35,9763.16,0
13019,5388,6,1229.95,0
13020,5543,2,618.96,0
13021,5355,17,4887.24,0
13022,5528,1,65.3,0
13023,5510,3,1449.03,0
13024,5452,2,555.87,0
13025,5830,1,323.39,0
13026,5572,9,1733.08,0
13027,5509,19,17239.2,0
13028,5026,2,661.3199999999999,0
13029,5356,5,1927.3,0
13030,4992,2,752.4399999999999,0
13031,5388,5,3292.84,0
13032,5033,9,2815.96,0
13033,5338,2,220.55,0
13034,5035,3,756.82,0
13035,5055,3,1364.2,0
13036,5665,1,307.1,0
13037,5237,12,3914.9500000000003,0
13038,5271,3,908.46,0
13039,5599,4,1010.73,0
13040,5162,2,676.99,0
13041,5478,4,799.13,0
13042,5579,3,1488.59,0
13043,5017,1,516.42,0
13044,5630,11,4848.05,0
13045,5408,3,808.92,0
13046,5247,3,949.25,0
13047,5235,24,8428.53,0
13048,5417,9,4049.13,0
13049,5299,4,1408.24,0
13050,5385,35,11986.52,0
13051,5600,2,155.8,0
13052,5635,7,3119.33,0
13053,5602,1,127.65,0
13055,5059,4,2321.11,0
13056,5532,1,209.48,0
13057,5511,3,709.59,0
13058,5005,3,271.40000000000003,0
13059,5599,10,2291.77,0
13060,5234,1,307.53,0
13061,5053,1,248.61,0
13062,5318,1,346.98,0
13063,5461,1,188.4,0
13064,4993,6,1666.8400000000001,0
13065,5451,5,1055.05,0
13066,5005,2,470.8,0
13067,5390,3,508.51,0
13068,4991,2,344.0,0
13069,5448,38,9284.45,0
13070,5173,4,751.7,0
13071,5534,1,129.22,0
13072,5248,1,177.15,0
13073,5419,2,418.08,0
13074,5670,4,1378.74,0
